Four_grams,Frequency
"('RD_PUNC', 'N_NNP', 'N_NNP', 'N_NN')",33
"('QT_QTC', 'RD_SYM', 'QT_QTC', 'RD_SYM')",33
"('PR_PRP', 'V_VM_VNF', 'N_NN', 'V_VM_VNF')",32
"('PR_PRP', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",32
"('PSP', 'N_NN', 'V_VM_VNF', 'N_NN')",32
"('V_VM_VINF', 'N_NN', 'V_VM_VNF', 'N_NN')",32
"('V_VM_VNF', 'RD_PUNC', 'JJ', 'N_NN')",32
"('V_VM_VNF', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",32
"('N_NNP', 'N_NNP', 'RD_PUNC', 'N_NN')",32
"('RD_PUNC', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",32
"('N_NN', 'RD_SYM', 'N_NN', 'RD_PUNC')",32
"('PR_PRP', 'N_NN', 'V_VM_VNF', 'PR_PRP')",32
"('RD_PUNC', 'N_NN', 'RD_PUNC', 'CC_CCD')",32
"('N_NN', 'QT_QTC', 'QT_QTC', 'RD_PUNC')",32
"('N_NN', 'N_NN', 'PSP', 'RD_PUNC')",31
"('N_NN', 'N_NN', 'QT_QTC', 'PSP')",31
"('N_NST', 'N_NN', 'N_NN', 'V_VM_VF')",31
"('RD_SYM', 'N_NN', 'N_NN', 'V_VM_VNF')",31
"('N_NN', 'RP_RPD', 'N_NN', 'V_VM_VNF')",31
"('N_NN', 'V_VM_VINF', 'PR_PRP', 'N_NN')",31
"('N_NNP', 'RD_PUNC', 'N_NN', 'V_VM_VNF')",31
"('PSP', 'N_NN', 'N_NN', 'V_VM_VF')",31
"('N_NN', 'N_NNP', 'N_NN', 'RD_PUNC')",31
"('RD_PUNC', 'RD_SYM', 'N_NN', 'RD_SYM')",31
"('N_NN', 'RP_INTF', 'V_VM_VF', 'RD_PUNC')",31
"('RD_PUNC', 'N_NN', 'N_NN', 'N_NNP')",31
"('JJ', 'N_NN', 'V_VM_VINF', 'N_NN')",30
"('RD_PUNC', 'N_NN', 'RB', 'V_VM_VF')",30
"('RD_PUNC', 'N_NN', 'RB', 'N_NN')",30
"('RB', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",30
"('RD_PUNC', 'N_NN', 'CC_CCD', 'N_NN')",30
"('N_NN', 'N_NN', 'RD_PUNC', 'CC_CCD')",30
"('RB', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",30
"('N_NST', 'N_NN', 'N_NN', 'RD_PUNC')",30
"('PR_PRP', 'N_NN', 'N_NN', 'PR_PRP')",30
"('RD_PUNC', 'N_NN', 'RD_PUNC', 'PR_PRP')",30
"('N_NN', 'N_NNP', 'V_VM_VF', 'RD_PUNC')",30
"('N_NN', 'N_NNP', 'N_NN', 'V_VM_VNF')",30
"('V_VM_VNF', 'N_NN', 'N_NN', 'PR_PRP')",29
"('N_NN', 'QT_QTF', 'N_NN', 'V_VM_VNF')",29
"('V_VM_VNF', 'N_NN', 'RB', 'V_VM_VF')",29
"('CC_CCD', 'N_NN', 'N_NN', 'RD_PUNC')",29
"('JJ', 'N_NN', 'V_VM_VNF', 'V_VM_VNF')",29
"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'PR_PRP')",29
"('V_VM_VNF', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",29
"('V_VM_VNF', 'RD_PUNC', 'V_VM_VNF', 'RD_PUNC')",29
"('N_NN', 'RD_PUNC', 'V_VM_VNF', 'RD_PUNC')",29
"('N_NNP', 'RD_PUNC', 'CC_CCD', 'N_NN')",29
"('PR_PRP', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",29
"('RD_PUNC', 'CC_CCS_UT', 'V_VM_VF', 'RD_PUNC')",29
"('N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VNG')",29
"('JJ', 'N_NN', 'PR_PRP', 'N_NN')",29
"('N_NN', 'QT_QTF', 'V_VM_VF', 'RD_PUNC')",28
"('N_NN', 'V_VM_VINF', 'N_NN', 'PSP')",28
"('RD_PUNC', 'N_NN', 'N_NN', 'N_NST')",28
"('N_NN', 'V_VM_VNG', 'N_NN', 'RD_PUNC')",28
"('PSP', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",28
"('N_NN', 'DM_DMQ', 'N_NN', 'N_NN')",28
"('CC_CCD', 'N_NN', 'N_NN', 'V_VM_VF')",28
"('N_NN', 'RD_PUNC', 'N_NN', 'CC_CCD')",28
"('N_NN', 'QT_QTF', 'N_NN', 'V_VM_VF')",28
"('V_VM_VINF', 'N_NN', 'PR_PRP', 'N_NN')",28
"('RD_PUNC', 'V_VM_VNF', 'RD_PUNC', 'N_NN')",28
"('V_VM_VNF', 'V_VM_VNF', 'PR_PRP', 'N_NN')",28
"('PR_PRP', 'N_NN', 'RB', 'V_VM_VNF')",28
"('DM_DMD', 'N_NN', 'RD_PUNC', 'N_NN')",28
"('N_NN', 'RD_SYM', 'QT_QTC', 'RD_SYM')",28
"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'JJ')",28
"('V_VM_VNF', 'JJ', 'N_NN', 'RD_PUNC')",28
"('V_VM_VNF', 'RD_PUNC', 'V_VM_VF', 'RD_PUNC')",28
"('N_NN', 'N_NN', 'N_NNP', 'N_NNP')",28
"('N_NN', 'QT_QTC', 'QT_QTC', 'N_NN')",28
"('RD_PUNC', 'PR_PRP', 'PR_PRP', 'N_NN')",28
"('N_NN', 'N_NN', 'N_NN', 'QT_QTF')",27
"('N_NN', 'RP_RPD', 'N_NN', 'V_VM_VF')",27
"('QT_QTC', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",27
"('DM_DMR', 'N_NN', 'N_NN', 'V_VM_VNF')",27
"('N_NN', 'N_NN', 'QT_QTC', 'RD_SYM')",27
"('N_NN', 'N_NN', 'DM_DMQ', 'V_VM_VNF')",27
"('N_NN', 'QT_QTC', 'N_NN', 'QT_QTC')",27
"('CC_CCD', 'N_NN', 'RD_PUNC', 'N_NN')",27
"('N_NN', 'N_NN', 'N_NN', 'DM_DMR')",27
"('DM_DMR', 'N_NN', 'V_VM_VNF', 'N_NN')",27
"('N_NN', 'RP_INTF', 'N_NN', 'V_VM_VF')",27
"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VF')",27
"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'RB')",27
"('N_NST', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",27
"('N_NN', 'RD_PUNC', 'RD_PUNC', 'N_NNP')",27
"('N_NNP', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",27
"('N_NN', 'RD_PUNC', 'RD_PUNC', 'RD_PUNC')",27
"('N_NN', 'N_NN', 'QT_QTC', 'QT_QTC')",27
"('QT_QTC', 'RD_SYM', 'QT_QTC', 'N_NN')",27
"('V_VM_VNF', 'N_NN', 'QT_QTC', 'RD_PUNC')",27
"('PR_PRP', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",26
"('N_NST', 'RB', 'V_VM_VF', 'RD_PUNC')",26
"('N_NN', 'V_VM_VINF', 'N_NST', 'N_NN')",26
"('N_NN', 'DM_DMQ', 'V_VM_VF', 'RD_PUNC')",26
"('N_NN', 'CC_CCS_UT', 'V_VM_VF', 'RD_PUNC')",26
"('DM_DMR', 'N_NN', 'N_NN', 'V_VM_VF')",26
"('RD_PUNC', 'N_NN', 'N_NN', 'RP_RPD')",26
"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'V_VM_VNF')",26
"('QT_QTC', 'RD_PUNC', 'N_NNP', 'RD_PUNC')",26
"('RD_PUNC', 'N_NNP', 'RD_PUNC', 'CC_CCD')",26
"('N_NNP', 'N_NNP', 'N_NNP', 'N_NN')",26
"('V_VM_VNF', 'JJ', 'N_NN', 'V_VM_VNF')",26
"('RD_PUNC', 'PR_PRP', 'N_NN', 'RD_PUNC')",26
"('DM_DMQ', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",26
"('N_NN', 'V_VM_VNF', 'N_NNP', 'RD_PUNC')",26
"('N_NN', 'PSP', 'V_VM_VNF', 'RD_PUNC')",26
"('N_NN', 'JJ', 'JJ', 'N_NN')",26
"('PSP', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",26
"('RD_SYM', 'N_NN', 'N_NN', 'RD_PUNC')",25
"('N_NN', 'PR_PRP', 'PR_PRP', 'N_NN')",25
"('PR_PRP', 'PR_PRP', 'N_NN', 'V_VM_VNF')",25
"('N_NN', 'N_NN', 'PSP', 'PR_PRP')",25
"('RD_PUNC', 'N_NN', 'RD_PUNC', 'QT_QTC')",25
"('N_NN', 'CC_CCD', 'N_NN', 'V_VM_VNF')",25
"('N_NN', 'V_VM_VNF', 'RP_RPD', 'N_NN')",25
"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'V_VAUX')",25
"('N_NN', 'N_NN', 'V_VM_VNG', 'N_NN')",25
"('PR_PRP', 'N_NN', 'RD_PUNC', 'PR_PRP')",25
"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'CC_CCD')",25
"('RB', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",25
"('V_VM_VNF', 'N_NN', 'N_NST', 'N_NN')",25
"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'QT_QTC')",25
"('N_NNP', 'RD_PUNC', 'N_NNP', 'N_NNP')",25
"('N_NNP', 'N_NN', 'JJ', 'N_NN')",25
"('N_NNP', 'N_NN', 'N_NNP', 'N_NN')",25
"('RD_PUNC', 'N_NN', 'QT_QTC', 'RD_PUNC')",25
"('RD_PUNC', 'N_NST', 'N_NN', 'N_NN')",25
"('RD_PUNC', 'N_NNP', 'N_NN', 'V_VM_VNF')",25
"('N_NN', 'RD_PUNC', 'RD_PUNC', 'QT_QTC')",25
"('N_NN', 'V_VM_VINF', 'JJ', 'N_NN')",24
"('PR_PRP', 'N_NN', 'N_NN', 'JJ')",24
"('N_NN', 'V_VM_VINF', 'N_NN', 'RB')",24
"('N_NN', 'N_NN', 'V_VM_VNF', 'V_VM_VINF')",24
"('PSP', 'JJ', 'N_NN', 'N_NN')",24
"('N_NN', 'N_NN', 'V_VM_VNF', 'DM_DMR')",24
"('QT_QTC', 'N_NN', 'V_VM_VINF', 'N_NN')",24
"('QT_QTF', 'N_NN', 'N_NN', 'V_VM_VF')",24
"('QT_QTF', 'N_NN', 'V_VM_VNF', 'N_NN')",24
"('N_NN', 'RD_PUNC', 'N_NST', 'N_NN')",24
"('RD_PUNC', 'PR_PRP', 'V_VM_VNF', 'N_NN')",24
"('PR_PRP', 'V_VM_VNF', 'PR_PRP', 'N_NN')",24
"('N_NN', 'N_NN', 'V_VM_VINF', 'PR_PRP')",24
"('N_NN', 'V_VM_VINF', 'N_NN', 'PR_PRP')",24
"('V_VM_VNF', 'DM_DMR', 'N_NN', 'N_NN')",24
"('N_NN', 'PSP', 'V_VM_VINF', 'N_NN')",24
"('RP_INTF', 'RB', 'V_VM_VF', 'RD_PUNC')",24
"('N_NN', 'V_VM_VNF', 'RD_SYM', 'N_NN')",24
"('V_VM_VNF', 'N_NNP', 'N_NN', 'N_NN')",23
"('V_VM_VNG', 'RD_PUNC', 'N_NN', 'N_NN')",23
"('N_NN', 'PSP', 'PR_PRP', 'N_NN')",23
"('N_NN', 'PSP', 'RD_PUNC', 'N_NN')",23
"('N_NN', 'N_NN', 'RP_RPD', 'PR_PRP')",23
"('QT_QTC', 'N_NN', 'JJ', 'N_NN')",23
"('N_NN', 'PR_PRP', 'N_NN', 'RB')",23
"('DM_DMQ', 'N_NN', 'N_NN', 'V_VM_VNF')",23
"('N_NN', 'N_NN', 'V_VM_VNF', 'RD_SYM')",23
"('RB', 'V_VM_VNF', 'PR_PRP', 'N_NN')",23
"('RD_PUNC', 'DM_DMD', 'N_NN', 'V_VM_VNF')",23
"('RD_PUNC', 'PR_PRP', 'N_NN', 'PR_PRP')",23
"('QT_QTC', 'PSP', 'N_NN', 'N_NN')",23
"('N_NN', 'RB', 'N_NN', 'RD_PUNC')",23
"('RD_PUNC', 'N_NN', 'V_VM_VNF', 'PR_PRP')",23
"('V_VM_VNF', 'RD_PUNC', 'N_NN', 'V_VM_VF')",23
"('RD_PUNC', 'JJ', 'N_NN', 'V_VM_VNF')",23
"('N_NN', 'RD_SYM', 'QT_QTC', 'N_NN')",23
"('N_NN', 'V_VM_VNF', 'RP_RPD', 'RD_PUNC')",23
"('N_NN', 'V_VM_VNF', 'DM_DMQ', 'N_NN')",23
"('V_VM_VNF', 'RD_PUNC', 'CC_CCD', 'N_NN')",23
"('N_NNP', 'N_NNP', 'RD_PUNC', 'RD_PUNC')",23
"('N_NN', 'PR_PRP', 'V_VM_VINF', 'N_NN')",22
"('JJ', 'N_NN', 'N_NN', 'V_VM_VINF')",22
"('N_NN', 'RP_INTF', 'N_NN', 'RD_PUNC')",22
"('DM_DMD', 'N_NN', 'JJ', 'N_NN')",22
"('V_VM_VNF', 'DM_DMD', 'N_NN', 'V_VM_VNF')",22
"('N_NN', 'V_VM_VNF', 'CC_CCD', 'N_NN')",22
"('N_NN', 'RB', 'V_VM_VNF', 'V_VM_VNF')",22
"('V_VM_VNF', 'N_NN', 'RB', 'N_NN')",22
"('QT_QTF', 'N_NN', 'N_NN', 'V_VM_VNF')",22
"('PR_PRP', 'N_NN', 'RB', 'V_VM_VF')",22
"('N_NN', 'V_VM_VNF', 'QT_QTF', 'N_NN')",22
"('N_NN', 'PSP', 'N_NN', 'V_VM_VINF')",22
"('N_NST', 'V_VM_VINF', 'N_NN', 'N_NN')",22
"('RD_PUNC', 'DM_DMR', 'N_NN', 'N_NN')",22
"('N_NN', 'RB', 'V_VM_VNF', 'V_VM_VF')",22
"('RD_PUNC', 'N_NNP', 'RD_PUNC', 'RD_PUNC')",22
"('RD_PUNC', 'N_NN', 'RD_PUNC', 'JJ')",22
"('N_NN', 'V_VM_VNF', 'PR_PRP', 'V_VM_VF')",22
"('RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VF')",22
"('N_NNP', 'N_NNP', 'N_NN', 'RD_PUNC')",22
"('N_NN', 'V_VM_VNF', 'N_NN', 'N_NNP')",22
"('RD_PUNC', 'N_NN', 'RD_SYM', 'N_NN')",22
"('RD_PUNC', 'JJ', 'N_NN', 'RD_PUNC')",22
"('PR_PRP', 'RD_PUNC', 'N_NN', 'RD_PUNC')",22
"('V_VM_VNF', 'PR_PRP', 'V_VM_VNF', 'N_NN')",22
"('QT_QTC', 'RB', 'V_VM_VF', 'RD_PUNC')",22
"('V_VM_VNF', 'N_NST', 'N_NN', 'N_NN')",22
"('RD_PUNC', 'N_NN', 'V_VM_VNG', 'RD_PUNC')",21
"('JJ', 'N_NN', 'N_NN', 'PSP')",21
"('JJ', 'N_NN', 'N_NN', 'JJ')",21
"('RP_RPD', 'PR_PRP', 'N_NN', 'N_NN')",21
"('V_VM_VINF', 'N_NN', 'RB', 'V_VM_VF')",21
"('N_NN', 'N_NN', 'RD_PUNC', 'RB')",21
"('N_NN', 'N_NN', 'RB', 'V_VM_VINF')",21
"('DM_DMQ', 'N_NN', 'V_VM_VNF', 'N_NN')",21
"('N_NN', 'N_NN', 'N_NN', 'RP_INTF')",21
"('N_NN', 'RD_PUNC', 'N_NN', 'N_NST')",21
"('PR_PRP', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",21
"('QT_QTC', 'N_NN', 'PSP', 'N_NN')",21
"('V_VM_VNF', 'N_NN', 'RD_PUNC', 'RD_PUNC')",21
"('PSP', 'N_NN', 'V_VM_VINF', 'N_NN')",21
"('N_NN', 'V_VM_VNG', 'V_VM_VNF', 'RD_PUNC')",21
"('PR_PRP', 'JJ', 'N_NN', 'RD_PUNC')",21
"('QT_QTC', 'N_NN', 'RD_PUNC', 'N_NNP')",21
"('RD_PUNC', 'N_NNP', 'JJ', 'N_NN')",21
"('N_NNP', 'N_NNP', 'N_NN', 'V_VM_VF')",21
"('V_VM_VNF', 'N_NST', 'V_VM_VF', 'RD_PUNC')",21
"('V_VM_VNF', 'JJ', 'N_NN', 'V_VM_VF')",21
"('PR_PRP', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",21
"('N_NNP', 'RD_PUNC', 'RD_PUNC', 'PR_PRP')",21
"('N_NN', 'N_NST', 'V_VM_VNF', 'RD_PUNC')",21
"('N_NNP', 'RD_PUNC', 'N_NN', 'V_VM_VF')",21
"('V_VM_VNF', 'RD_PUNC', 'RD_PUNC', 'N_NN')",21
"('N_NN', 'N_NNP', 'RD_PUNC', 'RD_PUNC')",21
"('PR_PRP', 'QT_QTC', 'N_NN', 'N_NN')",21
"('N_NN', 'RD_PUNC', 'RD_PUNC', 'RD_SYM')",21
"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'CC_CCS_UT')",21
"('RB', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",20
"('V_VM_VNF', 'N_NN', 'N_NN', 'QT_QTC')",20
"('N_NN', 'V_VM_VNF', 'N_NST', 'V_VM_VNF')",20
"('N_NNP', 'N_NN', 'QT_QTC', 'N_NN')",20
"('RP_RPD', 'N_NN', 'N_NN', 'RD_PUNC')",20
"('RD_PUNC', 'RB', 'V_VM_VNF', 'N_NN')",20
"('N_NN', 'N_NN', 'PSP', 'JJ')",20
"('N_NN', 'N_NN', 'DM_DMQ', 'N_NN')",20
"('N_NN', 'RP_RPD', 'JJ', 'N_NN')",20
"('DM_DMD', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",20
"('V_VM_VNF', 'RB', 'V_VM_VNF', 'N_NN')",20
"('V_VM_VNF', 'N_NN', 'RB', 'V_VM_VNF')",20
"('N_NN', 'QT_QTC', 'N_NN', 'RB')",20
"('N_NN', 'RD_PUNC', 'PSP', 'N_NN')",20
"('N_NN', 'RD_PUNC', 'N_NN', 'RP_RPD')",20
"('RB', 'N_NN', 'RD_PUNC', 'N_NN')",20
"('N_NNP', 'N_NNP', 'RD_PUNC', 'N_NNP')",20
"('V_VM_VNF', 'N_NN', 'RD_PUNC', 'N_NNP')",20
"('N_NNP', 'N_NN', 'N_NN', 'N_NNP')",20
"('N_NNP', 'JJ', 'N_NN', 'N_NN')",20
"('PR_PRP', 'N_NN', 'N_NN', 'PSP')",20
"('RD_SYM', 'N_NN', 'RD_PUNC', 'N_NN')",20
"('N_NN', 'N_NNP', 'N_NNP', 'N_NN')",20
"('JJ', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",20
"('V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF', 'N_NN')",20
"('PR_PRP', 'N_NN', 'PSP', 'N_NN')",20
"('N_NN', 'N_NN', 'RP_RPD', 'V_VM_VNF')",20
"('RD_PUNC', 'QT_QTC', 'QT_QTC', 'RD_PUNC')",20
"('RD_PUNC', 'QT_QTC', 'RD_PUNC', 'V_VM_VNF')",20
"('N_NNP', 'N_NNP', 'N_NNP', 'RD_PUNC')",20
"('RD_PUNC', 'RD_PUNC', 'QT_QTC', 'RD_PUNC')",20
"('QT_QTC', 'PSP', 'QT_QTC', 'N_NN')",20
"('N_NN', 'QT_QTC', 'RD_SYM', 'QT_QTC')",20
"('RD_SYM', 'N_NN', 'RD_PUNC', 'RD_PUNC')",20
"('N_NN', 'DM_DMD', 'N_NN', 'V_VM_VF')",19
"('RD_PUNC', 'N_NN', 'RD_PUNC', 'RB')",19
"('N_NN', 'N_NST', 'V_VM_VINF', 'N_NN')",19
"('N_NN', 'QT_QTC', 'V_VM_VF', 'RD_PUNC')",19
"('PSP', 'RB', 'V_VM_VF', 'RD_PUNC')",19
"('N_NN', 'N_NN', 'RD_SYM', 'RD_PUNC')",19
"('N_NN', 'RD_PUNC', 'RB', 'V_VM_VNF')",19
"('PSP', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",19
"('RP_RPD', 'N_NN', 'V_VM_VNF', 'N_NN')",19
"('V_VM_VNF', 'N_NN', 'N_NN', 'V_VM_VINF')",19
"('RB', 'N_NN', 'N_NN', 'RD_PUNC')",19
"('RD_PUNC', 'N_NNP', 'N_NN', 'V_VM_VF')",19
"('N_NN', 'PR_PRP', 'JJ', 'N_NN')",19
"('N_NN', 'CC_CCD', 'N_NN', 'RD_PUNC')",19
"('N_NN', 'V_VM_VINF', 'QT_QTF', 'N_NN')",19
"('QT_QTC', 'N_NN', 'PR_PRP', 'N_NN')",19
"('PR_PRP', 'V_VM_VNF', 'RD_PUNC', 'N_NN')",19
"('V_VM_VINF', 'PR_PRP', 'N_NN', 'N_NN')",19
"('N_NN', 'RD_PUNC', 'DM_DMR', 'N_NN')",19
"('N_NN', 'PSP', 'QT_QTC', 'N_NN')",19
"('RD_PUNC', 'N_NN', 'N_NST', 'N_NN')",19
"('N_NN', 'V_VM_VINF', 'QT_QTC', 'N_NN')",19
"('RD_PUNC', 'CC_CCD', 'N_NN', 'V_VM_VF')",19
"('CC_CCS_UT', 'N_NN', 'V_VM_VF', 'RD_PUNC')",19
"('N_NST', 'PR_PRP', 'N_NN', 'N_NN')",19
"('RP_INTF', 'JJ', 'N_NN', 'RD_PUNC')",19
"('DM_DMD', 'N_NN', 'PR_PRP', 'N_NN')",19
"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NST')",19
"('V_VM_VNF', 'RD_PUNC', 'N_NST', 'N_NN')",19
"('V_VM_VNF', 'RB', 'N_NN', 'N_NN')",19
"('RD_PUNC', 'QT_QTC', 'N_NN', 'RD_PUNC')",19
"('QT_QTO', 'N_NN', 'N_NN', 'N_NN')",19
"('JJ', 'N_NN', 'PSP', 'N_NN')",19
"('JJ', 'JJ', 'N_NN', 'N_NN')",19
"('RD_PUNC', 'DM_DMQ', 'N_NN', 'N_NN')",19
"('RD_PUNC', 'RD_PUNC', 'RD_SYM', 'N_NN')",19
"('RD_SYM', 'N_NN', 'RD_SYM', 'RD_PUNC')",19
"('V_VM_VNF', 'N_NN', 'N_NN', 'RP_RPD')",18
"('QT_QTF', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",18
"('RD_PUNC', 'N_NN', 'N_NN', 'RD_SYM')",18
"('V_VM_VINF', 'N_NN', 'PSP', 'N_NN')",18
"('RP_RPD', 'N_NN', 'N_NN', 'V_VM_VF')",18
"('V_VM_VINF', 'N_NST', 'N_NN', 'N_NN')",18
"('RB', 'PR_PRP', 'N_NN', 'N_NN')",18
"('N_NN', 'N_NN', 'V_VM_VINF', 'N_NST')",18
"('N_NN', 'N_NN', 'V_VM_VNG', 'PSP')",18
"('JJ', 'N_NN', 'QT_QTC', 'N_NN')",18
"('RB', 'N_NN', 'V_VM_VINF', 'N_NN')",18
"('N_NN', 'N_NN', 'V_VM_VNF', 'CC_CCD')",18
"('N_NN', 'N_NN', 'V_VM_VNG', 'V_VM_VF')",18
"('PR_PRP', 'N_NN', 'RB', 'N_NN')",18
"('QT_QTC', 'RD_PUNC', 'V_VM_VNF', 'N_NN')",18
"('N_NN', 'QT_QTC', 'N_NN', 'PSP')",18
"('RD_PUNC', 'N_NN', 'V_VM_VNF', 'JJ')",18
"('N_NN', 'RB', 'RD_PUNC', 'N_NN')",18
"('N_NN', 'QT_QTC', 'PSP', 'N_NN')",18
"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'V_VAUX')",18
"('RP_RPD', 'RD_PUNC', 'N_NN', 'N_NN')",18
"('PR_PRP', 'RP_INTF', 'JJ', 'N_NN')",18
"('V_VM_VNF', 'PR_PRP', 'JJ', 'N_NN')",18
"('RB', 'N_NN', 'V_VM_VNF', 'V_VM_VNF')",18
"('N_NN', 'RD_SYM', 'N_NN', 'V_VM_VNF')",18
"('PR_PRP', 'PR_PRP', 'N_NN', 'V_VM_VF')",18
"('RD_PUNC', 'RD_SYM', 'N_NN', 'N_NN')",18
"('RD_SYM', 'QT_QTC', 'N_NN', 'N_NN')",18
"('PR_PRP', 'JJ', 'N_NN', 'V_VM_VNF')",18
"('RD_PUNC', 'QT_QTC', 'RD_PUNC', 'N_NNP')",18
"('RD_PUNC', 'N_NN', 'V_VM_VNF', 'QT_QTC')",18
"('RD_SYM', 'QT_QTC', 'N_NN', 'QT_QTC')",18
"('RD_PUNC', 'N_NN', 'QT_QTC', 'RD_SYM')",18
"('DM_DMD', 'N_NN', 'V_VM_VINF', 'N_NN')",17
"('V_VM_VINF', 'N_NN', 'V_VM_VINF', 'N_NN')",17
"('RD_SYM', 'N_NN', 'V_VM_VNF', 'N_NN')",17
"('V_VM_VINF', 'N_NN', 'N_NN', 'RB')",17
"('N_NN', 'N_NN', 'PR_PRP', 'RB')",17
"('N_NN', 'PR_PRP', 'N_NN', 'PR_PRP')",17
"('RD_PUNC', 'QT_QTC', 'N_NN', 'V_VM_VNF')",17
"('RD_PUNC', 'DM_DMQ', 'N_NN', 'V_VM_VNF')",17
"('QT_QTC', 'RD_PUNC', 'N_NNP', 'N_NN')",17
"('N_NN', 'N_NN', 'V_VM_VNG', 'V_VM_VNF')",17
"('DM_DMD', 'N_NN', 'PSP', 'N_NN')",17
"('CC_CCD', 'PR_PRP', 'N_NN', 'N_NN')",17
"('RD_PUNC', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",17
"('DM_DMR', 'N_NN', 'JJ', 'N_NN')",17
"('V_VM_VNF', 'N_NN', 'DM_DMR', 'N_NN')",17
"('V_VM_VNF', 'RD_PUNC', 'N_NN', 'V_VM_VINF')",17
"('DM_DMD', 'N_NN', 'V_VM_VNF', 'PR_PRP')",17
"('N_NST', 'JJ', 'N_NN', 'N_NN')",17
"('N_NN', 'DM_DMR', 'N_NN', 'V_VM_VF')",17
"('PSP', 'QT_QTC', 'N_NN', 'N_NN')",17
"('N_NN', 'PSP', 'N_NN', 'PSP')",17
"('N_NN', 'RP_INTF', 'N_NN', 'N_NN')",17
"('N_NNP', 'N_NN', 'N_NN', 'RB')",17
"('RD_PUNC', 'N_NN', 'RD_PUNC', 'V_VM_VF')",17
"('RD_PUNC', 'N_NNP', 'N_NNP', 'N_NNP')",17
"('V_VM_VNF', 'N_NN', 'N_NNP', 'N_NN')",17
"('N_NNP', 'N_NN', 'N_NNP', 'RD_PUNC')",17
"('N_NN', 'RD_PUNC', 'N_NN', 'RD_SYM')",17
"('N_NNP', 'N_NN', 'V_VM_VINF', 'N_NN')",17
"('V_VM_VNF', 'QT_QTC', 'N_NN', 'V_VM_VNF')",17
"('V_VM_VNF', 'N_NN', 'PSP', 'V_VM_VNF')",17
"('RD_PUNC', 'N_NN', 'QT_QTC', 'QT_QTC')",17
"('QT_QTC', 'N_NN', 'N_NN', 'N_NST')",17
"('V_VM_VNF', 'RD_SYM', 'N_NN', 'N_NN')",17
"('PR_PRP', 'N_NN', 'PR_PRP', 'V_VM_VNF')",17
"('V_VM_VINF', 'N_NN', 'JJ', 'N_NN')",17
"('RD_PUNC', 'N_NN', 'N_NN', 'CC_CCD')",17
"('PR_PRP', 'V_VM_VNF', 'V_VM_VNF', 'N_NN')",17
"('PR_PRP', 'V_VM_VNF', 'V_VM_VNF', 'RD_PUNC')",17
"('JJ', 'N_NN', 'N_NN', 'RP_RPD')",16
"('N_NN', 'N_NST', 'N_NN', 'RD_PUNC')",16
"('N_NN', 'N_NN', 'RD_PUNC', 'CC_CCS_UT')",16
"('N_NST', 'N_NN', 'V_VM_VINF', 'N_NN')",16
"('N_NN', 'QT_QTC', 'JJ', 'N_NN')",16
"('N_NN', 'QT_QTC', 'N_NN', 'V_VM_VINF')",16
"('V_VM_VNF', 'RP_RPD', 'N_NN', 'N_NN')",16
"('N_NN', 'RB', 'JJ', 'N_NN')",16
"('QT_QTC', 'RD_PUNC', 'N_NN', 'RB')",16
"('N_NN', 'PSP', 'V_VM_VNF', 'V_VAUX')",16
"('N_NNP', 'CC_CCD', 'N_NN', 'N_NN')",16
