,Four_grams,Frequency
6384,"('N_NST', 'RB', 'RP_NEG', 'RD_PUNC')",1
6385,"('PR_PRP', 'N_NNP', 'N_NNP', 'V_VM_VF')",1
6386,"('N_NNP', 'QT_QTC', 'N_NN', 'PR_PRP')",1
6387,"('PR_PRP', 'N_NNP', 'RP_INTF', 'N_NN')",1
6388,"('N_NN', 'N_NN', 'JJ', 'RP_CL')",1
6389,"('N_NN', 'JJ', 'RP_CL', 'N_NN')",1
6390,"('JJ', 'RP_CL', 'N_NN', 'N_NN')",1
6391,"('N_NNP', 'RD_PUNC', 'DM_DMD', 'QT_QTC')",1
6392,"('CC_CCD', 'N_NNP', 'PSP', 'V_VM_VF')",1
6393,"('PR_PRP', 'QT_QTC', 'V_VM_VF', 'RD_PUNC')",1
6394,"('DM_DMD', 'N_NN', 'PSP', 'RB')",1
6395,"('CC_CCD', 'PR_PRP', 'N_NNP', 'PSP')",1
6396,"('N_NST', 'QT_QTO', 'N_NN', 'PSP')",1
6397,"('CC_CCD', 'N_NNP', 'CC_CCS_UT', 'CC_CCD')",1
6398,"('N_NNP', 'CC_CCS_UT', 'CC_CCD', 'N_NN')",1
6399,"('CC_CCS_UT', 'CC_CCD', 'N_NN', 'V_VM_VF')",1
6400,"('PR_PRP', 'PSP', 'N_NST', 'N_NST')",1
6401,"('PSP', 'N_NST', 'N_NST', 'N_NN')",1
6402,"('N_NST', 'N_NST', 'N_NN', 'RB')",1
6403,"('V_VM_VNF', 'PR_PRP', 'N_NNP', 'RD_PUNC')",1
6404,"('PR_PRP', 'V_VM_VINF', 'PR_PRP', 'N_NNP')",1
6405,"('V_VM_VINF', 'PR_PRP', 'N_NNP', 'RD_PUNC')",1
6406,"('N_NN', 'V_VM_VNG', 'CC_CCS', 'N_NNP')",1
6407,"('V_VM_VNG', 'CC_CCS', 'N_NNP', 'RP_INTF')",1
6408,"('RD_PUNC', 'N_NNP', 'V_VM_VF', 'N_NNP')",1
6409,"('N_NNP', 'V_VM_VF', 'N_NNP', 'N_NNP')",1
6410,"('V_VM_VF', 'N_NNP', 'N_NNP', 'PR_PRP')",1
6411,"('PR_PRP', 'N_NNP', 'N_NST', 'V_VM_VF')",1
6412,"('N_NN', 'N_NNP', 'N_NN', 'RP_INJ')",1
6413,"('N_NNP', 'N_NN', 'RP_INJ', 'N_NNP')",1
6414,"('N_NN', 'RP_INJ', 'N_NNP', 'RD_PUNC')",1
6415,"('N_NNP', 'N_NN', 'V_VM_VINF', 'N_NST')",1
6416,"('N_NNP', 'V_VM_VF', 'RD_PUNC', 'N_NNP')",1
6417,"('RD_PUNC', 'N_NNP', 'N_NN', 'DM_DMD')",1
6418,"('CC_CCD', 'N_NNP', 'N_NST', 'N_NN')",1
6419,"('N_NN', 'PSP', 'QT_QTC', 'JJ')",1
6420,"('N_NNP', 'PSP', 'RD_PUNC', 'RB')",1
6421,"('PSP', 'RD_PUNC', 'RB', 'N_NN')",1
6422,"('RD_PUNC', 'RB', 'N_NN', 'PSP')",1
6423,"('RB', 'N_NN', 'PSP', 'N_NNP')",1
6424,"('N_NN', 'PSP', 'N_NNP', 'PSP')",1
6425,"('PSP', 'N_NNP', 'PSP', 'N_NN')",1
6426,"('N_NN', 'PSP', 'RD_PUNC', 'RB')",1
6427,"('PSP', 'RD_PUNC', 'RB', 'V_VM_VNF')",1
6428,"('N_NNP', 'PSP', 'RD_PUNC', 'RP_RPD')",1
6429,"('PSP', 'RD_PUNC', 'RP_RPD', 'JJ')",1
6430,"('JJ', 'N_NN', 'RD_PUNC', 'CC_CCS')",1
6431,"('PSP', 'V_VM_VNF', 'QT_QTC', 'JJ')",1
6432,"('N_NNP', 'V_VM_VF', 'N_NN', 'N_NN')",1
6433,"('N_NNP', 'N_NN', 'V_VM_VF', 'N_NN')",1
6434,"('N_NN', 'V_VM_VF', 'N_NN', 'RB')",1
6435,"('V_VM_VF', 'N_NN', 'RB', 'RB')",1
6436,"('RD_UNK', 'N_NNP', 'N_NN', 'V_VM_VF')",1
6437,"('N_NN', 'N_NN', 'RP_INTF', 'QT_QTF')",1
6438,"('RP_INTF', 'QT_QTF', 'N_NN', 'N_NST')",1
6439,"('DM_DMD', 'N_NST', 'N_NN', 'V_VM_VINF')",1
6440,"('N_NST', 'N_NN', 'V_VM_VINF', 'RP_INTF')",1
6441,"('V_VM_VINF', 'RP_INTF', 'N_NN', 'RD_PUNC')",1
6442,"('N_NN', 'RD_PUNC', 'CC_CCS', 'QT_QTF')",1
6443,"('RD_PUNC', 'CC_CCS', 'QT_QTF', 'N_NN')",1
6444,"('CC_CCS', 'QT_QTF', 'N_NN', 'PSP')",1
6445,"('RD_PUNC', 'N_NNP', 'N_NST', 'QT_QTC')",1
6446,"('N_NNP', 'N_NST', 'QT_QTC', 'N_NN')",1
6447,"('N_NST', 'V_VM_VNF', 'N_NN', 'RB')",1
6448,"('N_NN', 'V_VM_VF', 'N_NNP', 'N_NN')",1
6449,"('V_VM_VF', 'N_NNP', 'N_NN', 'N_NN')",1
6450,"('N_NST', 'N_NNP', 'RB', 'V_VM_VF')",1
6451,"('DM_DMD', 'N_NN', 'DM_DMQ', 'RB')",1
6452,"('DM_DMQ', 'RB', 'V_VM_VNF', 'N_NNP')",1
6453,"('RB', 'V_VM_VNF', 'N_NNP', 'V_VM_VNF')",1
6454,"('PR_PRP', 'N_NNP', 'N_NNP', 'PSP')",1
6455,"('CC_CCS', 'DM_DMR', 'N_NN', 'N_NN')",1
6456,"('CC_CCD', 'PR_PRP', 'N_NN', 'RP_INTF')",1
6457,"('N_NN', 'RP_INTF', 'V_VM_VNF', 'DM_DMD')",1
6458,"('RP_INTF', 'V_VM_VNF', 'DM_DMD', 'N_NN')",1
6459,"('CC_CCD', 'PR_PRP', 'N_NN', 'N_NST')",1
6460,"('N_NST', 'V_VM_VNF', 'N_NNP', 'N_NNP')",1
6461,"('V_VM_VNF', 'N_NNP', 'N_NNP', 'JJ')",1
6462,"('V_VM_VNF', 'JJ', 'V_VM_VNF', 'RD_PUNC')",1
6463,"('N_NN', 'V_VM_VF', 'N_NNP', 'JJ')",1
6464,"('V_VM_VF', 'N_NNP', 'JJ', 'N_NN')",1
6465,"('N_NNP', 'PSP', 'RB', 'N_NN')",1
6466,"('PR_PRP', 'N_NNP', 'N_NN', 'N_NST')",1
6467,"('N_NNP', 'N_NN', 'N_NST', 'PSP')",1
6468,"('N_NNP', 'PR_PRP', 'N_NN', 'N_NNP')",1
6469,"('N_NNP', 'V_VM_VNF', 'N_NNP', 'N_NNP')",1
6470,"('V_VM_VNF', 'N_NNP', 'N_NNP', 'N_NST')",1
6471,"('N_NNP', 'N_NNP', 'N_NST', 'N_NN')",1
6472,"('PR_PRP', 'N_NN', 'JJ', 'N_NNP')",1
6473,"('N_NN', 'JJ', 'N_NNP', 'PSP')",1
6474,"('JJ', 'N_NNP', 'PSP', 'N_NNP')",1
6475,"('V_VM_VF', 'N_NNP', 'RD_PUNC', 'N_NNP')",1
6476,"('V_VM_VF', 'N_NNP', 'N_NNP', 'N_NN')",1
6477,"('PR_PRP', 'QT_QTF', 'N_NN', 'N_NNP')",1
6478,"('N_NNP', 'N_NN', 'V_VM_VNF', 'JJ')",1
6479,"('V_VM_VNF', 'RD_PUNC', 'RD_PUNC', 'DM_DMQ')",1
6480,"('PR_PRP', 'V_VM_VNF', 'V_VM_VNF', 'N_NNP')",1
6481,"('V_VM_VNF', 'V_VM_VNF', 'N_NNP', 'V_VM_VF')",1
6482,"('RD_PUNC', 'PR_PRP', 'V_VM_VINF', 'N_NNP')",1
6483,"('V_VM_VF', 'N_NNP', 'N_NNP', 'PSP')",1
6484,"('N_NN', 'V_VM_VNF', 'V_VM_VF', 'RP_RPD')",1
6485,"('V_VM_VNF', 'V_VM_VF', 'RP_RPD', 'RD_PUNC')",1
6486,"('PR_PRP', 'RP_INTF', 'QT_QTF', 'N_NST')",1
6487,"('RP_INTF', 'QT_QTF', 'N_NST', 'JJ')",1
6488,"('QT_QTF', 'N_NST', 'JJ', 'N_NN')",1
6489,"('RD_PUNC', 'N_NN', 'QT_QTC', 'JJ')",1
6490,"('N_NST', 'N_NNP', 'JJ', 'N_NN')",1
6491,"('RD_PUNC', 'N_NNP', 'RP_RPD', 'N_NNP')",1
6492,"('N_NNP', 'RP_RPD', 'N_NNP', 'CC_CCD')",1
6493,"('RP_RPD', 'N_NNP', 'CC_CCD', 'QT_QTF')",1
6494,"('N_NNP', 'CC_CCD', 'QT_QTF', 'JJ')",1
6495,"('CC_CCD', 'N_NNP', 'RD_PUNC', 'PR_PRP')",1
6496,"('RD_PUNC', 'PR_PRP', 'RB', 'V_VM_VNF')",1
6497,"('V_VM_VNF', 'N_NST', 'PR_PRP', 'N_NN')",1
6498,"('N_NST', 'PR_PRP', 'N_NN', 'V_VM_VINF')",1
6499,"('RD_PUNC', 'N_NN', 'PSP', 'RB')",1
6500,"('RD_SYM', 'RD_PUNC', 'N_NN', 'RD_SYM')",1
6501,"('N_NN', 'QT_QTC', 'V_VM_VNF', 'V_VM_VNF')",1
6502,"('N_NN', 'N_NST', 'QT_QTC', 'V_VM_VNF')",1
6503,"('N_NST', 'QT_QTC', 'V_VM_VNF', 'V_VM_VNF')",1
6504,"('RB', 'RB', 'V_VM_VNF', 'QT_QTC')",1
6505,"('RP_RPD', 'N_NN', 'V_VM_VNF', 'JJ')",1
6506,"('N_NN', 'N_NNP', 'PR_PRP', 'V_VM_VF')",1
6507,"('N_NN', 'N_NNP', 'PSP', 'JJ')",1
6508,"('N_NST', 'N_NNP', 'RD_SYM', 'N_NN')",1
6509,"('N_NN', 'RD_SYM', 'N_NNP', 'V_VM_VF')",1
6510,"('N_NN', 'PSP', 'QT_QTF', 'V_VM_VF')",1
6511,"('PSP', 'QT_QTF', 'V_VM_VF', 'RD_PUNC')",1
6512,"('RD_PUNC', 'N_NNP', 'N_NN', 'CC_CCS')",1
6513,"('N_NNP', 'N_NN', 'CC_CCS', 'N_NNP')",1
6514,"('N_NN', 'CC_CCS', 'N_NNP', 'RP_INTF')",1
6515,"('V_VM_VNG', 'N_NN', 'V_VM_VNF', 'V_VAUX')",1
6516,"('N_NN', 'V_VM_VNF', 'N_NNP', 'RP_INTF')",1
6517,"('V_VM_VNF', 'N_NNP', 'RP_INTF', 'V_VM_VF')",1
6518,"('N_NNP', 'V_VM_VNF', 'N_NNP', 'PR_PRP')",1
6519,"('V_VM_VNF', 'N_NNP', 'PR_PRP', 'V_VM_VF')",1
6520,"('N_NN', 'PSP', 'QT_QTC', 'N_NNP')",1
6521,"('PSP', 'QT_QTC', 'N_NNP', 'V_VM_VNF')",1
6522,"('QT_QTC', 'N_NNP', 'V_VM_VNF', 'N_NNP')",1
6523,"('PR_PRP', 'V_VM_VNF', 'N_NNP', 'V_VM_VF')",1
6524,"('DM_DMD', 'N_NN', 'N_NNP', 'JJ')",1
6525,"('N_NN', 'N_NNP', 'JJ', 'RB')",1
6526,"('N_NN', 'V_VM_VF', 'N_NST', 'N_NN')",1
6527,"('V_VM_VF', 'N_NST', 'N_NN', 'JJ')",1
6528,"('N_NN', 'N_NN', 'V_VM_VF', 'JJ')",1
6529,"('N_NN', 'V_VM_VF', 'JJ', 'RB')",1
6530,"('V_VM_VF', 'JJ', 'RB', 'N_NN')",1
6531,"('RB', 'N_NN', 'V_VM_VNF', 'RB')",1
6532,"('PR_PRP', 'N_NNP', 'QT_QTC', 'RD_PUNC')",1
6533,"('PR_PRL', 'V_VM_VINF', 'N_NN', 'V_VM_VNF')",1
6534,"('V_VM_VNF', 'RD_PUNC', 'V_VM_VINF', 'N_NNP')",1
6535,"('RD_PUNC', 'V_VM_VINF', 'N_NNP', 'RB')",1
6536,"('V_VM_VINF', 'N_NNP', 'RB', 'V_VM_VF')",1
6537,"('V_VM_VNF', 'RD_PUNC', 'V_VM_VNF', 'RP_NEG')",1
6538,"('V_VM_VNF', 'RP_NEG', 'N_NN', 'PSP')",1
6539,"('RP_NEG', 'N_NN', 'PSP', 'RD_PUNC')",1
6540,"('N_NN', 'PSP', 'RD_PUNC', 'JJ')",1
6541,"('DM_DMQ', 'N_NN', 'PR_PRP', 'RD_PUNC')",1
6542,"('N_NN', 'PR_PRP', 'RD_PUNC', 'N_NNP')",1
6543,"('N_NN', 'V_VM_VNF', 'V_VM_VF', 'N_NN')",1
6544,"('V_VM_VNF', 'V_VM_VF', 'N_NN', 'RD_PUNC')",1
6545,"('PR_PRP', 'RD_PUNC', 'QT_QTC', 'V_VM_VF')",1
6546,"('RD_PUNC', 'N_NNP', 'N_NN', 'RD_UNK')",1
6547,"('N_NNP', 'N_NN', 'RD_UNK', 'RD_PUNC')",1
6548,"('N_NN', 'RD_UNK', 'RD_PUNC', 'N_NN')",1
6549,"('RD_PUNC', 'N_NN', 'V_VM_VNF', 'QT_QTO')",1
6550,"('QT_QTO', 'N_NN', 'RD_PUNC', 'RB')",1
6551,"('QT_QTC', 'N_NN', 'N_NN', 'RD_UNK')",1
6552,"('N_NN', 'N_NN', 'RD_UNK', 'N_NN')",1
6553,"('N_NST', 'N_NN', 'RD_PUNC', 'V_VM_VNF')",1
6554,"('V_VM_VNF', 'RD_PUNC', 'N_NNP', 'QT_QTC')",1
6555,"('N_NNP', 'PR_PRP', 'RP_INTF', 'N_NN')",1
6556,"('RP_INTF', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",1
6557,"('N_NNP', 'PR_PRP', 'JJ', 'V_VM_VF')",1
6558,"('V_VM_VNF', 'N_NNP', 'N_NN', 'N_NST')",1
6559,"('PR_PRP', 'N_NNP', 'RP_INTF', 'V_VM_VF')",1
6560,"('N_NST', 'QT_QTC', 'RB', 'RD_PUNC')",1
6561,"('QT_QTC', 'RB', 'RD_PUNC', 'N_NNP')",1
6562,"('N_NNP', 'N_NN', 'JJ', 'RB')",1
6563,"('JJ', 'RB', 'N_NN', 'RD_SYM')",1
6564,"('RB', 'N_NN', 'RD_SYM', 'N_NNP')",1
6565,"('RD_SYM', 'N_NNP', 'RD_SYM', 'N_NST')",1
6566,"('N_NNP', 'RD_SYM', 'N_NST', 'JJ')",1
6567,"('RD_SYM', 'N_NST', 'JJ', 'RB')",1
6568,"('N_NST', 'JJ', 'RB', 'RD_PUNC')",1
6569,"('N_NN', 'PSP', 'RD_PUNC', 'DM_DMD')",1
6570,"('N_NST', 'N_NN', 'V_VM_VNF', 'QT_QTF')",1
6571,"('V_VM_VNF', 'N_NNP', 'RP_INTF', 'RP_INTF')",1
6572,"('N_NNP', 'RP_INTF', 'RP_INTF', 'N_NN')",1
6573,"('RP_INTF', 'RP_INTF', 'N_NN', 'V_VM_VF')",1
6574,"('V_VM_VNF', 'PR_PRP', 'RP_INTF', 'V_VM_VF')",1
6575,"('PR_PRP', 'N_NNP', 'N_NN', 'QT_QTC')",1
6576,"('N_NN', 'N_NN', 'V_VM_VF', 'PR_PRP')",1
6577,"('N_NN', 'V_VM_VF', 'PR_PRP', 'RD_PUNC')",1
6578,"('PR_PRP', 'N_NN', 'CC_CCD', 'PR_PRPRD_PUNC')",1
6579,"('N_NNP', 'N_NN', 'RD_PUNC', 'V_VM_VNF')",1
6580,"('N_NNP', 'RD_PUNC', 'CC_CCD', 'RP_INTF')",1
6581,"('RD_PUNC', 'CC_CCD', 'RP_INTF', 'V_VM_VF')",1
6582,"('CC_CCD', 'RP_INTF', 'V_VM_VF', 'RD_PUNC')",1
6583,"('V_VM_VNF', 'RP_INTF', 'N_NN', 'N_NN')",1
6584,"('N_NN', 'N_NST', 'N_NNP', 'RD_SYM')",1
6585,"('N_NST', 'N_NNP', 'RD_SYM', 'N_NNP')",1
6586,"('N_NNP', 'N_NN', 'RD_SYM', 'V_VM_VINF')",1
6587,"('N_NN', 'N_NNP', 'N_NNP', 'RP_INTF')",1
6588,"('N_NST', 'N_NNP', 'RP_INTF', 'N_NN')",1
6589,"('QT_QTF', 'JJ', 'RD_PUNC', 'JJ')",1
6590,"('RD_PUNC', 'N_NN', 'N_NST', 'RP_RPD')",1
6591,"('RP_RPD', 'RD_PUNC', 'N_NN', 'N_NST')",1
6592,"('N_NST', 'N_NN', 'N_NNP', 'V_VM_VF')",1
6593,"('N_NST', 'PSP', 'PR_PRP', 'N_NST')",1
6594,"('PSP', 'PR_PRP', 'N_NST', 'PSP')",1
6595,"('PR_PRP', 'N_NST', 'PSP', 'DM_DMD')",1
6596,"('V_VM_VNF', 'V_VM_VF', 'RD_PUNC', 'PR_PRP')",1
6597,"('V_VM_VF', 'RD_PUNC', 'PR_PRP', 'N_NN')",1
6598,"('N_NNP', 'DM_DMD', 'N_NN', 'N_NNP')",1
6599,"('DM_DMD', 'N_NN', 'N_NNP', 'N_NNP')",1
6600,"('N_NN', 'N_NNP', 'V_VM_VNF', 'RD_SYM')",1
6601,"('N_NNP', 'V_VM_VNF', 'RD_SYM', 'QT_QTC')",1
6602,"('RD_SYM', 'PR_PRP', 'N_NN', 'V_VM_VF')",1
6603,"('N_NNP', 'N_NST', 'N_NNP', 'RD_PUNC')",1
6604,"('V_VM_VINF', 'N_NN', 'N_NNP', 'V_VM_VF')",1
6605,"('DM_DMD', 'N_NN', 'RP_INTF', 'QT_QTC')",1
6606,"('N_NN', 'RP_INTF', 'QT_QTC', 'N_NN')",1
6607,"('RP_INTF', 'QT_QTC', 'N_NN', 'N_NST')",1
6608,"('CC_CCS_UT', 'N_NNP', 'N_NN', 'N_NN')",1
6609,"('N_NNP', 'N_NN', 'PSP', 'RB')",1
6610,"('PSP', 'RB', 'V_VM_VNF', 'DM_DMD')",1
6611,"('RB', 'V_VM_VNF', 'DM_DMD', 'QT_QTC')",1
6612,"('N_NN', 'N_NN', 'N_NST', 'RP_INTF')",1
6613,"('N_NN', 'N_NST', 'RP_INTF', 'JJ')",1
6614,"('PR_PRP', 'V_VM_VINF', 'N_NN', 'V_VM_VINF')",1
6615,"('V_VM_VINF', 'N_NN', 'V_VM_VINF', 'PSP')",1
6616,"('N_NN', 'V_VM_VINF', 'PSP', 'N_NN')",1
6617,"('V_VM_VINF', 'PSP', 'N_NN', 'N_NST')",1
6618,"('PSP', 'N_NN', 'N_NST', 'PSP')",1
6619,"('N_NN', 'N_NST', 'PSP', 'RP_NEG')",1
6620,"('N_NST', 'PSP', 'RP_NEG', 'RD_PUNC')",1
6621,"('N_NN', 'N_NST', 'V_VM_VINF', 'N_NNP')",1
6622,"('N_NST', 'V_VM_VINF', 'N_NNP', 'N_NN')",1
6623,"('QT_QTC', 'N_NN', 'RD_PUNC', 'RD_UNK')",1
6624,"('V_VM_VNF', 'RB', 'PR_PRP', 'V_VM_VNF')",1
6625,"('N_NN', 'DM_DMD', 'N_NST', 'RD_PUNC')",1
6626,"('DM_DMD', 'N_NST', 'RD_PUNC', 'DM_DMD')",1
6627,"('N_NST', 'RD_PUNC', 'DM_DMD', 'N_NST')",1
6628,"('RD_PUNC', 'DM_DMD', 'N_NST', 'RD_PUNC')",1
6629,"('DM_DMD', 'N_NST', 'RD_PUNC', 'N_NST')",1
6630,"('RD_PUNC', 'N_NST', 'RD_PUNC', 'N_NST')",1
6631,"('N_NST', 'N_NN', 'N_NST', 'V_VM_VF')",1
6632,"('DM_DMQ', 'V_VM_VNF', 'RD_PUNC', 'RB')",1
6633,"('DM_DMD', 'N_NN', 'V_VM_VNG', 'RD_PUNC')",1
6634,"('N_NN', 'V_VM_VNG', 'RD_PUNC', 'QT_QTF')",1
6635,"('V_VM_VNG', 'RD_PUNC', 'QT_QTF', 'V_VM_VNF')",1
6636,"('RD_PUNC', 'QT_QTF', 'V_VM_VNF', 'RP_INTF')",1
6637,"('QT_QTF', 'V_VM_VNF', 'RP_INTF', 'RB')",1
6638,"('RD_PUNC', 'RD_UNK', 'RD_PUNC', 'CC_CCD')",1
6639,"('RD_UNK', 'RD_PUNC', 'CC_CCD', 'CC_CCD')",1
6640,"('RD_PUNC', 'CC_CCD', 'CC_CCD', 'RD_PUNC')",1
6641,"('CC_CCD', 'CC_CCD', 'RD_PUNC', 'N_NNP')",1
6642,"('RD_PUNC', 'V_VM_VNF', 'PR_PRP', 'V_VM_VINF')",1
6643,"('N_NN', 'N_NST', 'QT_QTC', 'QT_QTC')",1
6644,"('PR_PRP', 'V_VM_VNF', 'RB', 'N_NN')",1
6645,"('V_VM_VNF', 'RD_PUNC', 'V_VM_VNF', 'QT_QTC')",1
6646,"('QT_QTC', 'N_NN', 'JJ', 'RP_CL')",1
6647,"('N_NN', 'JJ', 'RP_CL', 'V_VM_VNG')",1
6648,"('JJ', 'RP_CL', 'V_VM_VNG', 'N_NN')",1
6649,"('RP_CL', 'V_VM_VNG', 'N_NN', 'V_VM_VF')",1
6650,"('N_NST', 'V_VM_VF', 'PSP', 'RD_PUNC')",1
6651,"('V_VM_VF', 'PSP', 'RD_PUNC', 'N_NN')",1
6652,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'RD_UNK')",1
6653,"('RD_PUNC', 'RD_UNK', 'RD_PUNC', 'RD_PUNC')",1
6654,"('RD_UNK', 'RD_PUNC', 'RD_PUNC', 'RD_PUNC')",1
6655,"('N_NST', 'N_NNP', 'V_VM_VNF', 'JJ')",1
6656,"('PR_PRP', 'DM_DMR', 'N_NN', 'RD_SYM')",1
6657,"('DM_DMR', 'N_NN', 'RD_SYM', 'N_NNP')",1
6658,"('RD_SYM', 'N_NNP', 'RD_PUNC', 'N_NST')",1
6659,"('N_NNP', 'RD_PUNC', 'N_NST', 'N_NNP')",1
6660,"('RD_PUNC', 'N_NST', 'N_NNP', 'DM_DMD')",1
6661,"('N_NST', 'N_NNP', 'DM_DMD', 'N_NN')",1
6662,"('RD_PUNC', 'RB', 'V_VM_VINF', 'N_NNP')",1
6663,"('N_NNP', 'N_NNP', 'N_NNP', 'RP_INTF')",1
6664,"('QT_QTF', 'QT_QTC', 'N_NN', 'PSP')",1
6665,"('QT_QTC', 'N_NN', 'PSP', 'DM_DMD')",1
6666,"('RD_SYM', 'N_NN', 'RP_RPD', 'RD_SYM')",1
6667,"('RP_RPD', 'RD_SYM', 'N_NN', 'V_VM_VF')",1
6668,"('V_VM_VNF', 'V_VM_VNF', 'PR_PRP', 'PSP')",1
6669,"('V_VM_VNF', 'PR_PRP', 'PSP', 'V_VM_VINF')",1
6670,"('PR_PRP', 'PSP', 'V_VM_VINF', 'V_VM_VNF')",1
6671,"('PSP', 'V_VM_VINF', 'V_VM_VNF', 'RD_PUNC')",1
6672,"('V_VM_VNF', 'PR_PRP', 'V_VM_VNF', 'N_NNP')",1
6673,"('PR_PRP', 'V_VM_VNF', 'N_NNP', 'QT_QTC')",1
6674,"('V_VM_VNF', 'N_NNP', 'QT_QTC', 'N_NN')",1
6675,"('N_NST', 'V_VM_VNF', 'RD_PUNC', 'V_VM_VF')",1
6676,"('PR_PRP', 'DM_DMD', 'N_NN', 'N_NST')",1
6677,"('N_NN', 'N_NST', 'RD_PUNC', 'JJ')",1
6678,"('N_NST', 'RD_PUNC', 'JJ', 'N_NN')",1
6679,"('N_NST', 'N_NN', 'PSP', 'JJ')",1
6680,"('N_NST', 'V_VM_VNF', 'N_NN', 'JJ')",1
6681,"('V_VM_VNF', 'V_VM_VNF', 'RD_SYM', 'DM_DMR')",1
6682,"('RD_SYM', 'DM_DMR', 'N_NN', 'N_NNP')",1
6683,"('DM_DMR', 'N_NN', 'N_NNP', 'QT_QTF')",1
6684,"('N_NNP', 'QT_QTF', 'N_NN', 'RP_INTF')",1
6685,"('JJ', 'N_NN', 'PR_PRP', 'PSP')",1
6686,"('N_NN', 'PR_PRP', 'PSP', 'N_NNP')",1
6687,"('PR_PRP', 'PSP', 'N_NNP', 'RD_PUNC')",1
6688,"('DM_DMR', 'N_NN', 'N_NNP', 'RD_PUNC')",1
6689,"('V_VM_VNF', 'N_NN', 'RP_INTF', 'V_VM_VNF')",1
6690,"('PR_PRP', 'N_NN', 'RP_INTF', 'PSP')",1
6691,"('DM_DMD', 'N_NN', 'RB', 'QT_QTC')",1
6692,"('RB', 'QT_QTC', 'N_NN', 'RP_RPD')",1
6693,"('RD_PUNC', 'N_NN', 'DM_DMD', 'QT_QTC')",1
6694,"('N_NN', 'DM_DMD', 'QT_QTC', 'RD_PUNC')",1
6695,"('DM_DMD', 'QT_QTC', 'RD_PUNC', 'N_NN')",1
6696,"('N_NN', 'RD_PUNC', 'RD_PUNC', 'RD_UNK')",1
6697,"('RD_PUNC', 'RD_UNK', 'RD_PUNC', 'JJ')",1
6698,"('RD_UNK', 'RD_PUNC', 'JJ', 'N_NN')",1
6699,"('N_NN', 'PR_PRP', 'N_NNP', 'RD_PUNC')",1
6700,"('RD_PUNC', 'N_NN', 'QT_QTC', 'V_VM_VF')",1
6701,"('PR_PRP', 'V_VM_VNF', 'N_NNP', 'RD_PUNC')",1
6702,"('N_NNP', 'N_NN', 'PR_PRP', 'QT_QTC')",1
6703,"('N_NNP', 'N_NN', 'RD_SYM', 'QT_QTC')",1
6704,"('RD_PUNC', 'N_NN', 'V_VM_VINF', 'RP_INTF')",1
6705,"('V_VM_VINF', 'RP_INTF', 'N_NN', 'V_VM_VNG')",1
6706,"('RP_INTF', 'N_NN', 'V_VM_VNG', 'RD_PUNC')",1
6707,"('N_NNP', 'N_NN', 'JJ', 'V_VM_VNG')",1
6708,"('N_NN', 'JJ', 'V_VM_VNG', 'PR_PRP')",1
6709,"('JJ', 'V_VM_VNG', 'PR_PRP', 'N_NN')",1
6710,"('V_VM_VINF', 'N_NST', 'DM_DMD', 'N_NNP')",1
6711,"('N_NST', 'DM_DMD', 'N_NNP', 'N_NST')",1
6712,"('DM_DMD', 'N_NNP', 'N_NST', 'N_NN')",1
6713,"('N_NNP', 'N_NST', 'N_NN', 'N_NNP')",1
6714,"('PSP', 'N_NN', 'N_NST', 'PR_PRP')",1
6715,"('DM_DMR', 'N_NN', 'V_VM_VINF', 'JJ')",1
6716,"('JJ', 'N_NN', 'N_NNP', 'V_VM_VF')",1
6717,"('RD_PUNC', 'PSP', 'N_NN', 'RP_INTF')",1
6718,"('PSP', 'N_NN', 'RP_INTF', 'RB')",1
6719,"('PR_PRP', 'N_NST', 'N_NN', 'RD_SYM')",1
6720,"('N_NNP', 'PR_PRP', 'N_NNP', 'V_VM_VNF')",1
6721,"('PR_PRP', 'N_NNP', 'V_VM_VNF', 'RD_PUNC')",1
6722,"('N_NNP', 'V_VM_VNF', 'RD_PUNC', 'N_NST')",1
6723,"('N_NST', 'N_NN', 'V_VM_VNF', 'N_NNP')",1
6724,"('V_VM_VF', 'RD_PUNC', 'N_NNP', 'V_VM_VINF')",1
6725,"('N_NN', 'N_NST', 'N_NNP', 'V_VM_VNF')",1
6726,"('N_NST', 'N_NNP', 'V_VM_VNF', 'RD_PUNC')",1
6727,"('RD_PUNC', 'JJ', 'N_NNP', 'N_NNP')",1
6728,"('CC_CCD', 'PR_PRP', 'N_NST', 'PR_PRP')",1
6729,"('RD_PUNC', 'N_NN', 'PR_PRP', 'PSP')",1
6730,"('RD_SYM', 'N_NNP', 'N_NNP', 'RD_SYM')",1
6731,"('N_NNP', 'RD_SYM', 'N_NNP', 'V_VM_VF')",1
6732,"('QT_QTF', 'QT_QTC', 'RP_CL', 'N_NN')",1
6733,"('QT_QTC', 'RP_CL', 'N_NN', 'DM_DMD')",1
6734,"('N_NNP', 'N_NNP', 'V_VM_VNF', 'V_VAUX')",1
6735,"('CC_CCD', 'DM_DMR', 'QT_QTC', 'N_NN')",1
6736,"('QT_QTC', 'N_NN', 'N_NN', 'RP_INTF')",1
6737,"('CC_CCD', 'N_NN', 'N_NNP', 'N_NST')",1
6738,"('N_NN', 'N_NNP', 'N_NST', 'V_VM_VINF')",1
